course_number,course_title,credit_hours,major
CS 357,Numerical Methods I,3,"Computer Science + Bioengineering, BS"
CS Technical Elective,"Any 400-level CS course above CS 403, excluding CS 491 and distinct from any 400-level courses taken to satisfy other requirements.",3,"Computer Science + Bioengineering, BS"
BIOE 205,Signals & Systems in Bioengrg,3,"Computer Science + Bioengineering, BS"
BIOE 206,Cellular Bioengineering,3,"Computer Science + Bioengineering, BS"
BIOE 404,CS+BIOE Senior Design,4,"Computer Science + Bioengineering, BS"
BIOE 303,Quantitative Physiology Lab,2,"Computer Science + Bioengineering, BS"
BIOE 360,Transport & Flow in Bioengrg,3,"Computer Science + Bioengineering, BS"
BIOE 414,Biomedical Instrumentation,3,"Computer Science + Bioengineering, BS"
BIOE 415,Biomedical Instrumentation Lab,2,"Computer Science + Bioengineering, BS"
BIOE 430,Intro Synthetic Biology,34,"Computer Science + Bioengineering, BS"
BIOE 461,Cellular Biomechanics,4,"Computer Science + Bioengineering, BS"
BIOE 467,Biophotonics,3,"Computer Science + Bioengineering, BS"
BIOE 476,Tissue Engineering,3,"Computer Science + Bioengineering, BS"
BIOE 479,Cancer Nanotechnology,3,"Computer Science + Bioengineering, BS"
BIOE 483,Biomedical Computed Imaging Systems,34,"Computer Science + Bioengineering, BS"
BIOE 484,Statistical Analysis of Biomedical Images,34,"Computer Science + Bioengineering, BS"
BIOE 485,Computational Mathematics for Machine Learning and Imaging,4,"Computer Science + Bioengineering, BS"
BIOE 486,Applied Deep Learning for Biomedical Imaging,34,"Computer Science + Bioengineering, BS"
BIOE 487,Stem Cell Bioengineering,34,"Computer Science + Bioengineering, BS"
BIOE 488,Applied High-Performance Computing for Imaging Science,3,"Computer Science + Bioengineering, BS"
BIOE 489,"Regulations, Ethics and Logistics in Biomedical Applications of Machine Learning",34,"Computer Science + Bioengineering, BS"
BIOE 498,Special Topics (courses as approved by the department),14,"Computer Science + Bioengineering, BS"
RHET 105& CMN 101,Writing and Researchand Public Speaking,,"Computer Science + Crop Sciences, BS"
CMN 111& CMN 112,Oral & Written Comm Iand Oral & Written Comm II,,"Computer Science + Crop Sciences, BS"
ACES 101,Contemporary Issues in ACES,2,"Computer Science + Crop Sciences, BS"
CS 100,Computer Science Orientation (recommended),1,"Computer Science + Crop Sciences, BS"
CS 124,Introduction to Computer Science I,3,"Computer Science + Crop Sciences, BS"
CS 128,Introduction to Computer Science II,3,"Computer Science + Crop Sciences, BS"
CS 173,Discrete Structures,3,"Computer Science + Crop Sciences, BS"
CS 222,Software Design Lab,1,"Computer Science + Crop Sciences, BS"
CS 225,Data Structures,4,"Computer Science + Crop Sciences, BS"
CS 374,Introduction to Algorithms & Models of Computation,4,"Computer Science + Crop Sciences, BS"
CS 421,Programming Languages & Compilers,3,"Computer Science + Crop Sciences, BS"
CS 233& CS 341,Computer Architectureand System Programming,,"Computer Science + Crop Sciences, BS"
CS 340,Introduction to Computer Systems,3,"Computer Science + Crop Sciences, BS"
& Two CS 4XX,Any two (2) 400-level CS courses except CS 491,,"Computer Science + Crop Sciences, BS"
CS 361,Probability & Statistics for Computer Science,3,"Computer Science + Crop Sciences, BS"
MATH 220,Calculus,45,"Computer Science + Crop Sciences, BS"
MATH 225,Introductory Matrix Theory,24,"Computer Science + Crop Sciences, BS"
MATH 231,Calculus II,3,"Computer Science + Crop Sciences, BS"
CPSC 102,Foundational Skills in Crop Sciences,2,"Computer Science + Crop Sciences, BS"
CPSC 112,Introduction to Crop Sciences,4,"Computer Science + Crop Sciences, BS"
CPSC 212,Introduction to Plant Protection,4,"Computer Science + Crop Sciences, BS"
CPSC 393,Crop Sciences Internship,3,"Computer Science + Crop Sciences, BS"
CPSC 498,Crop Sci Professional Develpmt,1,"Computer Science + Crop Sciences, BS"
CPSC 440,Applied Statistical Methods I,4,"Computer Science + Crop Sciences, BS"
CPSC 444,Introduction to Spatial Analytics,,"Computer Science + Crop Sciences, BS"
CPSC/HORT/PLPA 4XX,At least one (1) 400-level CPSC/HORT/PLPA course,,"Computer Science + Crop Sciences, BS"
CPSC/HORT/PLPA XXX,Any CPSC/HORT/PLPA course except CPSC 241,,"Computer Science + Crop Sciences, BS"
FAA 101,Arts at Illinois,1,"Computer Science + Music, BS"
MUS 100,First-year Seminar for Music Majors,0,"Computer Science + Music, BS"
MUS 101,Music Theory and Practice I,2,"Computer Science + Music, BS"
MUS 102,Music Theory and Practice II,2,"Computer Science + Music, BS"
MUS 201,Music Theory and Practice III,2,"Computer Science + Music, BS"
MUS 202,Music Theory and Practice IV,2,"Computer Science + Music, BS"
MUS 107,Musicianship I,2,"Computer Science + Music, BS"
MUS 108,Musicianship II,2,"Computer Science + Music, BS"
MUS 207,Musicianship III,2,"Computer Science + Music, BS"
MUS 208,Musicianship IV,2,"Computer Science + Music, BS"
MUS 110,Introd Art Mus: Intl Perspect,3,"Computer Science + Music, BS"
MUS 313,The History of Music I,3,"Computer Science + Music, BS"
MUS 314,The History of Music II,3,"Computer Science + Music, BS"
MUS 172,Grp Instr Pno for Mus Major I,2,"Computer Science + Music, BS"
MUS 173,Grp Instr Pno for Mus Maj II,2,"Computer Science + Music, BS"
MUS 105,Computation and Music I,2,"Computer Science + Music, BS"
MUS 205,Computation and Music II,2,"Computer Science + Music, BS"
MUS 209,Musical Acoustics,3,"Computer Science + Music, BS"
MUS 305,Computation and Music III,3,"Computer Science + Music, BS"
MUS 407,Elect Music Techniques I,3,"Computer Science + Music, BS"
MUS 299,Thesis/Adv UG Honors in Music,12,"Computer Science + Music, BS"
CS 124,Introduction to Computer Science I,3,"Computer Science + Music, BS"
CS 128,Introduction to Computer Science II,3,"Computer Science + Music, BS"
CS 173,Discrete Structures,3,"Computer Science + Music, BS"
CS 222,Software Design Lab,1,"Computer Science + Music, BS"
CS 225,Data Structures,4,"Computer Science + Music, BS"
CS 233& CS 341,Computer Architectureand System Programming,8,"Computer Science + Music, BS"
CS 361,Probability & Statistics for Computer Science,3,"Computer Science + Music, BS"
CS 374,Introduction to Algorithms & Models of Computation,4,"Computer Science + Music, BS"
CS 421,Programming Languages & Compilers,3,"Computer Science + Music, BS"
CS 448,Audio Computing Laboratory,34,"Computer Science + Music, BS"
ECE 402,Electronic Music Synthesis,3,"Computer Science + Music, BS"
MATH 220,Calculus (Students must take the ALEKS placement exam for course entry),45,"Computer Science + Music, BS"
MATH 231,Calculus II,3,"Computer Science + Music, BS"
MATH 225,Introductory Matrix Theory,23,"Computer Science + Music, BS"
ENG 100,Grainger Engineering Orientation Seminar (External transfer students take  ENG 300.),1,"Computer Science + Physics, BS"
PHYS 110,Physics Careers,0,"Computer Science + Physics, BS"
MATH 221,Calculus I (MATH 220  may be substituted.  MATH 220  is appropriate for students with no background in calculus.  4 of 5 credit hours count towards degree.),4,"Computer Science + Physics, BS"
MATH 231,Calculus II,3,"Computer Science + Physics, BS"
MATH 241,Calculus III,4,"Computer Science + Physics, BS"
MATH 257,Linear Algebra with Computational Applications,34,"Computer Science + Physics, BS"
MATH 285,Intro Differential Equations,3,"Computer Science + Physics, BS"
PHYS 211,University Physics: Mechanics,4,"Computer Science + Physics, BS"
PHYS 212,University Physics: Elec & Mag,4,"Computer Science + Physics, BS"
PHYS 213,Univ Physics: Thermal Physics,2,"Computer Science + Physics, BS"
PHYS 214,Univ Physics: Quantum Physics,2,"Computer Science + Physics, BS"
CS 361,Probability & Statistics for Computer Science,34,"Computer Science + Physics, BS"
CS 124,Introduction to Computer Science I,3,"Computer Science + Physics, BS"
CS 128,Introduction to Computer Science II,3,"Computer Science + Physics, BS"
CS 173,Discrete Structures,3,"Computer Science + Physics, BS"
CS 222,Software Design Lab,1,"Computer Science + Physics, BS"
CS 225,Data Structures,4,"Computer Science + Physics, BS"
CS 233& CS 341,Computer Architectureand System Programming,,"Computer Science + Physics, BS"
CS 340,Introduction to Computer Systems,,"Computer Science + Physics, BS"
& Two CS 400-level courses,"Any two (2) 400-level CS courses above CS 403, excluding CS 491 and distinct from any 400-level courses taken to satisfy other requirements. If either or both of the courses are chosen for 4 credits, the extra credit hours will count towards free electives.",,"Computer Science + Physics, BS"
CS 374,Introduction to Algorithms & Models of Computation,4,"Computer Science + Physics, BS"
CS 357,Numerical Methods I,3,"Computer Science + Physics, BS"
CS Technical Elective,"Any 400-level CS course above CS 403,            excluding CS 491, and distinct from any 400-level            courses taken to satisfy other requirements.",3,"Computer Science + Physics, BS"
PHYS 225,Relativity & Math Applications,2,"Computer Science + Physics, BS"
PHYS 246,Physics on the Silicon Prairie: An Introduction to Modern Computational Physics,2,"Computer Science + Physics, BS"
PHYS 325,Classical Mechanics I,3,"Computer Science + Physics, BS"
PHYS 435,Electromagnetic Fields I,3,"Computer Science + Physics, BS"
PHYS 486,Quantum Physics I,34,"Computer Science + Physics, BS"
PHYS 446,Modern Computational Physics,3,"Computer Science + Physics, BS"
ENG 100,Grainger Engineering Orientation Seminar (External transfer students take ENG 300.),1,"Computer Science, BS"
CS 210,Ethical & Professional Issues,23,"Computer Science, BS"
MATH 221,Calculus I (MATH 220 may be substituted. MATH 220 is appropriate for students with no background in calculus. 4 of 5 credit hours count towards degree.),4,"Computer Science, BS"
MATH 231,Calculus II,3,"Computer Science, BS"
MATH 241,Calculus III,4,"Computer Science, BS"
MATH 257,Linear Algebra with Computational Applications,3,"Computer Science, BS"
PHYS 211,University Physics: Mechanics,4,"Computer Science, BS"
PHYS 212,University Physics: Elec & Mag,4,"Computer Science, BS"
CS 124,Introduction to Computer Science I,3,"Computer Science, BS"
CS 128,Introduction to Computer Science II,3,"Computer Science, BS"
CS 173,Discrete Structures,3,"Computer Science, BS"
CS 222,Software Design Lab,1,"Computer Science, BS"
CS 225,Data Structures,4,"Computer Science, BS"
CS 233,Computer Architecture,4,"Computer Science, BS"
CS 341,System Programming,4,"Computer Science, BS"
CS 357,Numerical Methods I,3,"Computer Science, BS"
CS 361,Probability & Statistics for Computer Science,3,"Computer Science, BS"
CS 374,Introduction to Algorithms & Models of Computation,4,"Computer Science, BS"
CS 421,Programming Languages & Compilers,3,"Computer Science, BS"
CS 417,Virtual Reality,3,"Computer Science, BS"
CS 427,Software Engineering I,34,"Computer Science, BS"
CS 428,Software Engineering II,34,"Computer Science, BS"
CS 429,"Software Engineering II, ACP",3,"Computer Science, BS"
CS 437,Topics in Internet of Things,3,"Computer Science, BS"
CS 465,User Interface Design,4,"Computer Science, BS"
CS 467,Social Visualization,34,"Computer Science, BS"
CS 493,"Senior Project II, ACP",3,"Computer Science, BS"
CS 494,Senior Project II,3,"Computer Science, BS"
CS 497,CS Team Project,13,"Computer Science, BS"
CS 407,Cryptography,34,"Computer Science, BS"
CS 409,The Art of Web Programming,3,"Computer Science, BS"
CS 422,Programming Language Design,34,"Computer Science, BS"
CS 426,Compiler Construction,34,"Computer Science, BS"
CS 427,Software Engineering I,34,"Computer Science, BS"
CS 428,Software Engineering II,34,"Computer Science, BS"
CS 429,"Software Engineering II, ACP",3,"Computer Science, BS"
CS 474,Logic in Computer Science,34,"Computer Science, BS"
CS 476,Program Verification,34,"Computer Science, BS"
CS 477,Formal Software Development Methods,34,"Computer Science, BS"
CS 492,Senior Project I,3,"Computer Science, BS"
CS 493,"Senior Project II, ACP",3,"Computer Science, BS"
CS 494,Senior Project II,3,"Computer Science, BS"
CS 521,Advanced Topics in Programming Systems,4,"Computer Science, BS"
CS 522,Programming Language Semantics,4,"Computer Science, BS"
CS 524,Concurrent Progrmg Languages,4,"Computer Science, BS"
CS 526,Advanced Compiler Construction,4,"Computer Science, BS"
CS 527,Topics in Software Engineering,4,"Computer Science, BS"
CS 576,Topics in Automated Deduction,24,"Computer Science, BS"
CS 407,Cryptography,34,"Computer Science, BS"
CS 413,Intro to Combinatorics,34,"Computer Science, BS"
CS 473,Algorithms,4,"Computer Science, BS"
CS 474,Logic in Computer Science,34,"Computer Science, BS"
CS 475,Formal Models of Computation,34,"Computer Science, BS"
CS 476,Program Verification,34,"Computer Science, BS"
CS 477,Formal Software Development Methods,34,"Computer Science, BS"
CS 481,Advanced Topics in Stochastic Processes & Applications,34,"Computer Science, BS"
CS 482,Simulation,34,"Computer Science, BS"
CS 571,Combinatorial Mathematics,4,"Computer Science, BS"
CS 572,Extremal Graph Theory,4,"Computer Science, BS"
CS 574,Randomized Algorithms,4,"Computer Science, BS"
CS 575,Methods of Combinatorics,4,"Computer Science, BS"
CS 576,Topics in Automated Deduction,24,"Computer Science, BS"
CS 579,Computational Complexity,4,"Computer Science, BS"
CS 580,Topics in Algorithmic Game Theory,4,"Computer Science, BS"
CS 581,Algorithmic Genomic Biology,4,"Computer Science, BS"
CS 583,Approximation Algorithms,4,"Computer Science, BS"
CS 584,Embedded System Verification,4,"Computer Science, BS"
CS 586,Combinatorial Optimization,4,"Computer Science, BS"
CS 410,Text Information Systems,34,"Computer Science, BS"
CS 411,Database Systems,34,"Computer Science, BS"
CS 412,Introduction to Data Mining,34,"Computer Science, BS"
CS 414,Multimedia Systems,34,"Computer Science, BS"
CS 416,Data Visualization,34,"Computer Science, BS"
CS 440,Artificial Intelligence,34,"Computer Science, BS"
CS 441,Applied Machine Learning,34,"Computer Science, BS"
CS 442,Trustworthy Machine Learning,34,"Computer Science, BS"
CS 444,Deep Learning for Computer Vision,34,"Computer Science, BS"
CS 445,Computational Photography,34,"Computer Science, BS"
CS 446,Machine Learning,34,"Computer Science, BS"
CS 447,Natural Language Processing,34,"Computer Science, BS"
CS 448,Audio Computing Laboratory,34,"Computer Science, BS"
CS 464,Topics in Societal and Ethical Impacts of Computer Technology,3,"Computer Science, BS"
CS 466,Introduction to Bioinformatics,34,"Computer Science, BS"
CS 467,Social Visualization,34,"Computer Science, BS"
CS 469,Computational Advertising Infrastructure,3,"Computer Science, BS"
CS 470,Social and Information Networks,3,"Computer Science, BS"
CS 510,Advanced Information Retrieval,4,"Computer Science, BS"
CS 511,Advanced Data Management,4,"Computer Science, BS"
CS 512,Data Mining Principles,4,"Computer Science, BS"
CS 514,Advanced Topics in Network Science,4,"Computer Science, BS"
CS 540,Deep Learning Theory,4,"Computer Science, BS"
CS 542,Statistical Reinforcement Learning,4,"Computer Science, BS"
CS 543,Computer Vision,4,"Computer Science, BS"
CS 544,Optimiz in Computer Vision,4,"Computer Science, BS"
CS 545,Machine Learning for Signal Processing,4,"Computer Science, BS"
CS 546,Advanced Topics in Natural Language Processing,4,"Computer Science, BS"
CS 562,"Advanced Topics in Security, Privacy, and Machine Learning",4,"Computer Science, BS"
CS 567,Social Signals and Social Media,4,"Computer Science, BS"
CS 576,Topics in Automated Deduction,24,"Computer Science, BS"
CS 582,Machine Learning for Bioinformatics,4,"Computer Science, BS"
CS 409,The Art of Web Programming,34,"Computer Science, BS"
CS 416,Data Visualization,34,"Computer Science, BS"
CS 417,Virtual Reality,34,"Computer Science, BS"
CS 441,Applied Machine Learning,34,"Computer Science, BS"
CS 442,Trustworthy Machine Learning,34,"Computer Science, BS"
CS 460,Security Laboratory,34,"Computer Science, BS"
CS 461,Computer Security I,4,"Computer Science, BS"
CS 463,Computer Security II,34,"Computer Science, BS"
CS 464,Topics in Societal and Ethical Impacts of Computer Technology,3,"Computer Science, BS"
CS 465,User Interface Design,4,"Computer Science, BS"
CS 467,Social Visualization,34,"Computer Science, BS"
CS 468,Tech and Advertising Campaigns,3,"Computer Science, BS"
